,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,Country,Currency,Salary,AISelect,AISent,AIBen,WorkExp,Industry
47645,0,1,0,1,6,3,15,4,1,3,152,141,29000.0,2,0,4,3.0,7
47647,0,1,0,1,8,5,14,2,1,3,40,41,32000.0,0,6,5,6.0,12
47648,0,1,2,1,6,4,15,3,2,1,25,13,72000.0,2,0,3,4.0,4
47652,0,1,1,6,25,15,14,0,0,1,79,41,50000.0,0,6,5,15.0,4
47653,0,3,0,2,36,22,15,3,2,2,59,41,60000.0,0,6,5,25.0,4
47654,0,2,0,2,8,5,14,4,0,1,59,41,70000.0,2,0,2,8.0,12
47661,0,1,2,1,2,2,11,5,2,1,131,103,9000.0,2,1,3,2.0,9
47663,0,2,1,0,15,11,12,3,1,3,170,125,300000.0,2,0,2,15.0,9
47664,0,2,1,6,20,20,15,1,0,1,170,125,720000.0,2,0,2,20.0,4
47666,0,1,1,2,12,7,4,1,2,1,122,96,800000.0,2,3,3,7.0,4
47670,0,2,0,1,21,15,26,5,2,1,180,131,8000.0,1,1,2,15.0,9
47671,0,1,0,1,19,11,11,7,2,1,59,41,73000.0,0,6,5,11.0,2
47675,0,1,0,6,12,12,14,9,2,1,136,131,86400.0,0,6,5,12.0,4
47676,0,3,2,2,23,20,13,0,2,1,173,131,120000.0,0,6,5,21.0,1
47680,0,1,1,1,13,8,11,5,1,3,72,57,2600000.0,1,4,4,8.0,4
47682,0,1,2,1,29,6,13,2,2,1,175,44,82000.0,2,0,2,6.0,4
47683,0,2,0,2,20,15,15,3,2,1,160,26,90000.0,2,4,4,20.0,12
47684,0,1,0,2,8,6,15,4,1,3,170,125,216000.0,2,4,2,2.0,4
47686,0,2,0,1,24,22,11,3,2,1,170,41,110000.0,2,0,0,22.0,4
47688,0,3,0,2,33,26,11,3,2,1,159,112,660000.0,0,6,5,28.0,12
47689,0,4,2,1,40,31,15,6,1,3,177,131,145000.0,1,1,2,31.0,5
47690,0,1,0,1,7,3,12,5,2,2,150,41,25000.0,0,6,5,3.0,1
47692,0,1,2,1,12,8,11,7,1,3,154,41,67000.0,2,0,2,7.0,0
47695,0,2,0,6,24,22,7,5,0,1,115,41,38000.0,0,6,5,24.0,4
47696,0,1,0,1,9,6,17,3,1,3,59,41,62600.0,0,6,5,6.0,10
47697,0,1,2,1,8,4,16,0,1,3,72,57,1000000.0,0,6,5,6.0,4
47698,0,3,0,6,15,15,11,2,0,1,175,44,85000.0,1,0,2,15.0,12
47699,0,1,2,2,10,6,11,7,1,3,131,103,195842.0,2,4,2,6.0,9
47702,0,2,2,2,12,9,14,3,1,3,61,41,85000.0,2,4,4,10.0,0
47709,0,1,0,6,8,5,15,3,2,1,78,55,324000.0,2,4,4,8.0,0
47715,0,1,2,1,9,10,15,5,0,1,165,41,200000.0,1,0,4,9.0,4
47721,0,2,0,2,20,2,11,0,1,3,38,41,20000.0,1,3,3,2.0,12
47728,0,1,0,1,15,8,15,2,2,1,59,41,72000.0,0,6,5,10.0,12
47733,0,2,2,6,27,25,30,4,0,1,23,19,100000.0,1,1,3,27.0,4
47735,0,2,0,6,25,17,14,5,2,0,40,41,85000.0,1,0,0,17.0,2
47737,0,3,2,4,31,24,12,0,2,1,131,103,300000.0,1,4,3,24.0,9
47738,0,1,0,2,9,5,11,2,1,3,115,41,53000.0,0,6,5,5.0,8
47739,0,2,0,1,19,15,15,0,1,3,177,131,205000.0,0,6,5,15.0,12
47743,0,2,2,1,20,15,24,6,1,3,154,41,54000.0,1,0,2,15.0,12
47744,0,2,0,2,29,22,11,5,2,1,136,41,80000.0,1,1,4,22.0,4
47747,0,1,0,5,17,12,15,2,0,1,59,41,80000.0,2,0,2,12.0,7
47749,0,1,0,1,11,7,16,6,1,3,25,13,60000.0,1,0,3,7.0,12
47754,0,2,0,1,18,13,14,5,2,1,16,41,95400.0,2,0,4,13.0,4
47755,0,1,0,1,10,10,15,3,2,0,59,41,70000.0,2,0,2,10.0,4
47756,0,2,2,2,21,16,11,2,1,3,23,19,500000.0,1,1,2,16.0,4
47757,0,1,0,1,13,10,11,0,2,1,16,41,100000.0,0,6,5,10.0,4
47768,0,1,1,1,5,1,15,1,2,1,124,102,32500.0,2,0,4,1.0,9
47769,0,1,0,2,13,6,15,2,2,1,175,44,114497.0,0,6,5,5.0,10
47774,0,2,2,6,15,8,12,3,1,3,177,131,200000.0,2,0,3,17.0,12
47777,0,1,0,5,6,3,11,1,2,1,59,41,40000.0,1,0,4,3.0,4
47779,0,1,0,1,6,2,19,2,1,3,131,103,150000.0,2,4,4,3.0,4
47785,0,1,0,0,9,6,11,2,1,3,177,131,126000.0,2,0,4,6.0,4
47788,0,1,2,6,16,11,24,5,2,0,58,108,3200000.0,1,3,3,9.0,1
47790,0,2,2,6,20,15,21,2,0,1,152,141,2000000.0,2,0,4,17.0,1
47791,0,2,0,1,15,15,15,3,0,1,50,38,1068000.0,2,4,4,15.0,4
47798,0,1,1,1,8,4,15,5,0,1,72,57,520000.0,0,6,5,5.0,1
47804,0,2,0,2,13,13,11,5,0,1,119,94,32000000.0,2,4,4,13.0,1
47807,0,1,2,1,6,5,15,7,1,3,131,103,162000.0,2,4,4,6.0,9
47810,0,1,1,0,11,8,12,5,2,1,137,108,1200000.0,1,3,2,11.0,4
47812,0,1,0,1,10,7,17,5,1,3,72,57,1000000.0,0,6,5,7.0,4
47814,0,3,2,2,35,23,14,8,1,3,25,13,55640.0,0,6,5,23.0,4
47815,0,2,1,6,10,8,13,5,0,1,177,131,120000.0,2,0,3,10.0,9
47823,0,0,0,1,6,1,15,2,1,3,177,131,90000.0,0,6,5,3.0,7
47824,0,2,2,4,27,14,11,5,2,1,59,41,68000.0,1,1,3,14.0,4
47825,0,2,0,2,20,15,15,2,1,3,56,41,80000.0,0,6,5,15.0,1
47830,0,1,0,2,10,5,28,3,1,3,30,24,89000.0,0,6,5,4.0,12
47834,0,2,2,1,4,3,11,6,1,3,23,19,195000.0,2,0,4,12.0,11
47837,0,2,1,1,20,15,15,4,0,1,95,41,50000.0,2,0,2,15.0,4
47839,0,1,2,1,13,10,15,9,0,1,177,131,190000.0,0,6,5,10.0,4
47843,0,1,1,2,18,13,17,3,1,3,40,41,50000.0,0,6,5,18.0,12
47845,0,2,0,6,12,10,15,5,0,1,61,41,34000.0,2,1,2,10.0,4
47846,0,4,2,5,40,30,11,0,2,1,177,131,130000.0,1,1,2,30.0,2
47857,0,2,2,2,29,24,14,3,0,1,59,41,140000.0,2,4,4,24.0,4
47858,0,1,0,1,14,8,12,0,1,3,16,41,60000.0,2,0,4,8.0,1
47863,0,1,0,2,7,7,15,1,1,3,76,41,40.0,2,0,2,9.0,12
47866,0,3,1,2,25,15,11,1,0,1,152,141,3500000.0,2,0,2,31.0,9
47869,0,2,0,2,17,15,15,1,1,3,23,19,100.0,2,4,4,15.0,4
47871,0,2,0,1,30,26,21,5,0,1,8,7,160000.0,2,0,4,26.0,4
47874,0,1,0,1,11,5,14,3,1,3,132,41,46000.0,1,0,2,5.0,4
47877,0,1,2,2,10,6,13,2,1,3,131,103,300000.0,1,0,3,6.0,4
47879,0,2,0,1,15,10,15,2,2,1,59,41,100000.0,2,4,4,10.0,7
47881,0,2,2,2,25,18,11,3,1,3,137,108,5500000.0,1,0,4,22.0,1
47882,0,1,0,1,6,2,15,0,1,3,152,141,408000.0,0,6,5,2.0,4
47887,0,1,0,2,14,7,15,2,0,0,78,55,34000.0,1,4,2,7.0,7
47890,0,1,0,2,19,8,2,5,0,1,56,41,110000.0,0,6,5,8.0,4
47893,0,1,2,2,10,5,15,4,0,1,56,41,45000.0,0,6,5,5.0,4
47896,0,1,0,1,13,11,14,4,0,1,9,41,33700.0,0,6,5,11.0,4
47899,2,1,0,6,15,6,32,2,1,3,59,41,35000.0,1,4,2,6.0,12
47901,0,1,0,6,7,5,15,3,2,1,154,41,50000.0,0,6,5,3.0,1
47902,0,2,2,5,15,15,15,0,2,1,177,131,112000.0,2,0,4,23.0,9
47903,0,3,1,1,20,13,25,3,0,1,61,41,50000.0,2,0,4,13.0,4
47905,0,3,2,6,20,20,15,1,2,1,177,131,175000.0,2,0,3,20.0,9
47907,0,1,0,1,16,12,11,0,1,3,159,112,670000.0,2,5,0,12.0,1
47908,0,3,2,6,32,24,11,1,2,1,154,41,90000.0,2,0,2,24.0,9
47911,0,2,2,2,25,16,11,3,2,1,131,41,140000.0,0,6,5,16.0,4
47912,0,4,2,1,43,23,12,5,1,3,30,24,55000.0,1,4,4,25.0,4
47915,0,2,0,6,33,25,15,4,0,1,150,41,15000.0,1,0,3,25.0,4
47918,0,3,2,1,40,30,15,5,2,1,177,131,145000.0,1,0,3,30.0,4
47920,0,2,0,0,12,10,14,5,1,3,81,64,10000000.0,1,0,2,10.0,9
47922,0,1,0,2,10,4,2,3,1,3,160,26,115000.0,2,0,3,4.0,4
47923,0,2,2,1,22,17,11,3,2,1,177,131,315000.0,1,0,2,17.0,5
47933,0,2,2,1,30,24,30,5,0,1,8,7,230000.0,2,4,0,24.0,10
47937,0,4,1,0,41,41,14,3,2,1,175,44,42000.0,1,0,3,41.0,7
47938,0,2,2,1,14,9,11,1,2,1,178,132,3264150.0,2,0,4,9.0,1
47939,0,1,2,1,13,7,11,3,2,1,115,41,58221.0,2,0,3,7.0,2
47942,0,1,2,2,10,4,27,2,2,1,79,41,41000.0,2,4,4,3.0,7
47943,0,1,0,1,10,6,9,5,2,1,122,96,780000.0,2,0,4,6.0,2
47944,0,2,2,1,18,13,11,3,2,1,23,131,120000.0,2,4,2,15.0,9
47947,0,1,2,1,5,2,11,4,1,3,72,57,1700000.0,2,0,4,2.0,4
47949,0,1,1,0,13,6,17,4,2,1,59,41,36000.0,0,6,5,6.0,4
47952,0,1,2,1,15,8,14,0,1,3,41,33,1440000.0,2,4,0,8.0,1
47953,0,1,2,2,8,5,11,7,1,3,164,131,50000.0,1,1,3,7.0,4
47956,0,1,1,2,9,2,11,4,0,1,45,35,240000.0,2,1,3,2.0,4
47964,0,1,0,1,3,2,15,7,2,1,55,41,38000.0,2,4,2,2.0,4
47965,0,0,0,6,3,1,15,1,2,1,175,44,30000.0,2,4,4,2.0,4
47971,0,1,2,6,15,10,15,1,1,3,79,41,40000.0,0,6,5,10.0,12
47973,0,2,2,2,8,7,15,3,2,1,175,44,57000.0,1,2,3,7.0,1
47974,0,2,2,6,22,22,15,4,2,1,137,108,3000000.0,2,0,4,22.0,4
47975,0,0,0,2,8,3,11,6,0,1,76,41,90000.0,2,4,2,3.0,1
47981,0,2,2,1,14,11,15,2,2,1,175,44,70000.0,1,4,2,12.0,12
47982,0,2,0,4,24,9,24,3,1,3,45,35,655000.0,2,0,2,9.0,9
47983,0,2,2,2,25,15,7,5,2,1,159,112,720000.0,0,6,5,17.0,4
47986,0,1,0,1,7,0,4,5,1,3,155,75,2100000.0,2,3,2,1.0,4
47987,0,2,2,1,26,20,24,3,0,2,8,7,210000.0,2,4,4,20.0,1
47990,0,1,2,1,6,3,15,2,1,3,72,57,2300000.0,1,0,2,5.0,4
47991,0,1,0,1,7,2,7,7,1,3,9,41,19000.0,1,0,4,3.0,12
47995,0,2,2,1,10,7,15,4,0,1,132,41,60000.0,0,6,5,7.0,4
47997,0,1,0,2,3,1,13,1,1,3,160,26,72000.0,2,0,3,1.0,2
48000,0,0,0,2,8,1,12,7,1,3,56,41,35000.0,0,6,5,6.0,10
48002,0,2,2,2,15,10,21,5,0,1,59,41,130000.0,2,0,2,15.0,4
48004,0,1,0,1,14,6,7,5,0,1,159,112,504000.0,2,0,3,6.0,4
48005,0,2,2,5,35,22,16,5,2,1,59,41,18000.0,0,6,5,22.0,4
48007,0,1,1,1,6,3,15,7,2,2,122,96,700000.0,2,0,4,3.0,4
48008,0,2,2,2,20,15,4,1,1,3,58,131,55000.0,0,6,5,15.0,4
48009,0,1,0,2,7,1,15,3,2,0,9,41,49000.0,2,0,2,1.0,12
48010,0,0,0,6,2,1,14,4,1,3,176,128,5000.0,2,0,3,1.0,1
48013,0,1,0,2,12,7,24,3,2,1,122,96,1067000.0,1,4,4,7.0,7
48016,0,2,2,6,15,11,11,3,2,1,72,57,1601856.0,1,0,4,12.0,4
48017,0,2,2,6,30,22,21,5,0,1,154,41,90000.0,2,1,0,20.0,4
48018,0,1,1,5,3,2,15,5,1,3,79,41,18000.0,1,2,3,3.0,12
48024,0,1,0,2,12,5,24,0,1,3,131,103,14000.0,1,0,3,5.0,7
48026,0,1,0,2,12,4,13,2,1,3,175,44,55620.0,1,2,3,4.0,12
48029,0,1,0,2,5,4,16,2,1,3,59,41,100000.0,2,1,0,6.0,4
48033,0,4,1,2,25,11,15,3,2,1,59,41,50000.0,2,1,4,11.0,9
48036,0,1,0,1,13,3,24,3,1,3,160,26,6300.0,0,6,5,3.0,11
48039,0,2,0,1,12,8,14,7,0,1,175,44,80000.0,1,0,2,12.0,10
48041,0,1,2,1,5,3,14,4,0,1,176,131,8000.0,2,0,2,2.0,1
48042,0,1,1,2,22,11,15,3,2,1,45,35,720000.0,0,6,5,11.0,4
48044,0,1,0,1,15,9,11,0,2,1,175,44,94000.0,1,0,4,9.0,12
48047,0,1,1,2,9,7,17,5,2,3,179,131,9098.0,2,4,4,7.0,1
48048,0,1,0,2,9,5,29,6,1,3,131,103,185000.0,1,1,2,5.0,4
48050,0,2,1,5,17,14,15,1,0,1,177,131,110.0,0,6,5,22.0,12
48051,0,2,1,2,20,15,11,3,2,1,59,41,70000.0,0,6,5,15.0,9
48056,0,3,0,2,35,25,15,6,1,3,148,113,200000.0,2,0,0,25.0,4
48058,0,1,0,2,7,2,24,2,1,3,115,41,41000.0,0,6,5,2.0,4
48059,2,3,2,2,23,9,21,2,2,1,177,131,155000.0,0,6,5,30.0,2
48063,0,1,0,1,10,5,15,3,2,1,124,102,3600000.0,2,4,4,5.0,4
48064,0,2,1,1,10,7,11,0,2,1,59,41,39000.0,0,6,5,8.0,4
48066,0,1,0,2,9,3,15,5,1,3,9,41,53200.0,2,0,4,3.0,4
48067,0,0,0,1,8,1,15,5,2,1,160,26,91000.0,1,0,2,1.0,4
48069,0,1,0,2,5,2,24,1,2,0,70,53,7588000.0,2,0,4,2.0,7
48070,0,2,0,1,31,17,11,5,2,1,16,41,50000.0,0,6,5,18.0,12
48075,0,1,2,1,3,1,15,4,2,1,72,57,540000.0,2,0,1,1.0,12
48078,0,1,0,2,9,8,15,0,2,1,56,41,68000.0,2,4,4,8.0,1
48085,0,1,0,1,5,3,11,5,1,3,59,41,40000.0,1,0,2,5.0,7
48086,0,2,0,2,20,15,21,0,0,1,6,6,10000000.0,0,6,5,14.0,12
48089,2,0,1,2,8,0,29,0,1,3,154,41,30000.0,1,0,3,1.0,12
48090,0,0,2,1,7,1,19,3,2,1,72,57,800000.0,2,1,4,1.0,12
48092,0,3,0,2,35,30,27,2,2,1,115,41,145000.0,1,0,2,35.0,2
48093,0,1,2,6,12,7,15,3,0,1,177,131,215000.0,0,6,5,7.0,4
48094,0,2,2,1,10,9,15,5,1,3,175,44,85000.0,1,0,3,18.0,4
48098,0,2,0,4,25,7,10,3,1,3,175,44,82500.0,1,0,0,11.0,4
48099,0,0,0,5,6,6,11,2,1,3,59,41,45000.0,0,6,5,6.0,10
48100,0,2,2,2,25,16,30,1,0,1,115,41,225000.0,2,0,4,16.0,4
48105,2,3,2,6,31,24,32,5,0,1,177,131,200000.0,0,6,5,28.0,4
48108,0,1,1,1,8,8,15,3,1,3,34,28,500000.0,2,4,4,8.0,4
48111,0,1,0,2,8,6,4,3,1,3,59,41,83000.0,1,2,3,7.0,7
48112,0,1,2,2,5,4,19,5,1,3,173,131,2500.0,1,6,3,4.0,2
48115,0,0,0,6,10,6,15,3,2,1,161,131,10000.0,1,0,2,6.0,11
48116,0,1,1,1,11,7,12,0,1,3,23,19,65030.0,1,1,2,7.0,9
48117,0,3,0,2,28,13,15,5,0,1,177,131,90000.0,0,6,5,14.0,9
48121,0,2,2,1,18,16,16,5,0,1,23,19,230000.0,1,0,2,16.0,4
48124,0,1,0,1,12,8,15,4,0,1,16,41,60000.0,2,4,4,8.0,4
48132,0,4,0,2,42,30,12,5,2,1,175,44,55000.0,0,6,5,30.0,7
48140,0,1,0,6,10,10,11,0,1,3,55,41,71250.0,2,0,2,10.0,7
48142,0,4,0,2,42,32,11,2,2,1,76,41,120000.0,2,4,4,35.0,1
48146,0,1,2,1,15,10,15,4,0,1,74,131,55000.0,2,0,2,10.0,9
48147,0,2,1,1,30,23,15,4,0,1,61,41,34000.0,0,6,5,25.0,12
48152,0,1,2,1,13,9,20,2,1,3,154,41,200000.0,2,0,4,9.0,0
48156,0,2,0,0,18,10,15,3,0,1,177,131,130000.0,0,6,5,10.0,10
48157,0,3,2,2,40,28,11,0,2,3,177,131,320000.0,0,6,5,28.0,4
48158,0,1,2,2,10,3,11,3,1,3,72,57,1200000.0,1,1,4,3.0,4
48161,0,2,0,1,17,17,7,5,1,3,159,112,884000.0,1,0,2,17.0,7
48169,0,2,2,1,24,19,10,3,1,3,177,131,110000.0,2,0,3,19.0,12
48171,0,2,0,1,16,13,15,1,0,1,122,96,730000.0,2,4,2,13.0,12
48173,0,2,2,2,9,5,11,3,1,3,175,44,91800.0,2,0,3,5.0,4
48175,0,0,2,1,7,3,15,5,2,1,177,131,96000.0,2,0,2,3.0,8
48179,0,1,0,2,7,2,15,5,1,3,56,41,40500.0,0,6,5,3.0,4
48180,0,2,0,1,28,11,15,5,2,1,159,112,612000.0,2,0,4,11.0,7
48182,0,1,0,1,8,5,15,7,2,1,122,96,690000.0,1,1,3,5.0,2
48183,0,2,2,2,5,0,12,6,1,3,177,131,77000.0,0,6,5,20.0,3
48193,0,2,2,3,14,13,15,4,2,1,174,0,40000.0,2,4,1,13.0,10
48194,0,1,2,2,17,8,18,0,2,1,72,57,12000000.0,2,4,4,8.0,3
48197,0,2,0,1,10,7,11,0,1,3,61,41,24000.0,1,3,3,6.0,4
48199,0,1,2,2,6,5,24,4,0,1,150,41,30000.0,2,4,4,5.0,0
48201,0,4,0,1,41,30,12,7,2,0,137,108,2400000.0,0,6,5,41.0,4
48204,0,1,1,1,14,5,15,5,2,0,59,41,42000.0,1,0,4,5.0,4
48210,0,1,0,2,13,4,15,5,2,1,154,41,29000.0,2,4,4,5.0,4
48216,0,1,1,6,8,6,14,4,2,2,144,110,95000.0,1,0,3,6.0,7
48218,0,1,2,1,11,8,14,3,1,3,56,41,62000.0,1,0,0,3.0,4
48221,0,1,0,1,13,5,13,3,2,1,177,131,140000.0,0,6,5,5.0,9
48223,0,1,0,1,11,7,15,5,0,1,23,19,144000.0,1,1,0,7.0,10
48229,0,1,0,4,11,4,11,5,1,3,56,41,36000.0,1,0,4,4.0,4
48230,0,1,0,0,15,11,30,5,0,1,30,131,112000.0,1,1,3,16.0,4
48233,0,1,0,6,13,7,15,2,0,1,9,41,65000.0,1,4,2,7.0,7
48236,0,1,0,1,12,6,11,6,2,1,72,57,2900000.0,1,0,0,6.0,4
48242,0,0,2,5,7,3,15,0,1,3,23,19,105000.0,1,4,4,3.0,4
48244,0,1,2,1,12,3,11,0,2,1,175,44,54000.0,0,6,5,3.0,2
48247,0,0,0,6,3,3,15,5,2,1,53,40,168000.0,2,2,4,3.0,4
48252,0,0,1,1,5,1,17,4,2,0,181,135,12000000.0,2,4,4,1.0,4
48254,0,2,0,2,23,11,15,2,1,3,177,131,200000.0,0,6,5,11.0,2
48260,0,2,2,1,15,11,11,2,1,3,177,131,180000.0,0,6,5,11.0,10
48261,2,2,2,2,21,35,23,7,2,1,177,131,178000.0,2,0,2,27.0,4
48262,0,2,0,2,11,10,7,2,2,0,9,41,70000.0,2,1,3,12.0,1
48268,0,1,0,1,12,7,15,3,1,3,148,113,110000.0,2,0,3,7.0,7
48271,0,1,2,2,13,8,13,2,1,3,177,131,230000.0,0,6,5,10.0,12
48273,0,2,2,0,20,18,15,3,2,0,177,131,70000.0,2,1,3,18.0,12
48276,0,5,0,2,40,35,15,5,1,3,177,131,95000.0,2,4,4,35.0,4
48277,0,2,2,2,20,14,15,3,2,1,173,129,190000.0,1,0,2,14.0,4
48279,0,2,2,0,23,20,8,5,1,3,30,24,135000.0,1,1,3,20.0,4
48281,0,1,2,1,15,11,21,5,2,1,175,44,101250.0,0,6,5,11.0,12
48283,2,1,2,1,9,9,8,5,2,1,56,41,60000.0,2,4,4,8.0,4
48287,0,1,1,1,6,3,14,0,1,3,132,41,31200.0,1,0,2,6.0,4
48296,0,0,0,6,10,4,15,5,0,1,8,7,130000.0,1,1,2,4.0,12
48298,0,0,2,7,9,4,14,1,2,1,9,41,63000.0,2,0,3,4.0,4
48299,0,1,0,1,12,8,11,7,2,1,177,131,200000.0,1,0,2,8.0,4
48303,0,1,0,0,9,7,11,0,2,0,59,41,77000.0,0,6,5,7.0,4
48304,0,1,2,1,7,5,11,5,2,1,30,24,90000.0,1,1,3,5.0,4
48307,0,2,0,1,19,14,24,3,2,1,132,41,60000.0,2,0,2,15.0,4
48309,0,1,0,6,7,5,7,0,1,3,115,41,58000.0,2,1,3,5.0,12
48311,0,2,1,1,8,4,12,0,1,3,170,125,200000.0,1,0,2,4.0,7
48312,0,2,2,2,19,16,15,6,2,1,177,131,165000.0,0,6,5,16.0,2
48313,0,2,0,2,23,17,29,5,2,1,59,41,40100.0,1,0,4,20.0,4
48314,0,3,2,1,39,29,11,2,2,2,175,44,70000.0,0,6,5,29.0,10
48315,0,1,1,1,2,0,15,5,2,1,174,0,48000.0,2,4,1,1.0,8
48316,0,1,2,1,14,13,15,5,1,3,150,41,110000.0,2,4,4,13.0,4
48320,0,1,2,4,13,6,4,0,0,1,175,44,70000.0,2,0,3,9.0,6
48321,0,1,2,6,10,6,14,2,1,3,137,108,2400000.0,0,6,5,6.0,1
48323,0,1,0,2,4,1,7,0,1,3,175,44,40000.0,2,4,4,1.0,1
48324,0,2,2,2,20,13,15,6,2,1,154,41,56000.0,0,6,5,13.0,9
48326,0,3,0,2,38,35,21,3,1,3,6,6,17000000.0,0,6,5,35.0,1
48327,0,1,2,1,27,10,15,2,2,1,175,44,50000.0,0,6,5,10.0,12
48329,0,2,0,1,31,25,15,3,1,3,8,7,120000.0,2,4,4,31.0,12
48335,0,4,0,2,38,36,11,3,1,3,79,41,80000.0,0,6,5,36.0,4
48338,0,0,2,6,9,5,15,5,1,3,177,131,95000.0,0,6,5,5.0,12
48341,0,3,2,2,32,27,4,2,2,1,23,19,210000.0,1,0,4,32.0,7
48343,0,2,1,6,20,10,15,5,2,1,8,7,210000.0,2,0,4,10.0,4
48346,0,1,2,1,9,7,2,3,2,2,177,131,150000.0,1,1,3,7.0,4
48347,0,0,1,1,6,3,15,5,2,1,72,57,0.0,0,6,5,2.0,9
48352,0,2,2,1,12,12,11,6,0,1,72,57,6000000.0,2,4,4,13.0,4
48358,0,1,0,1,9,7,17,0,2,0,79,41,41000.0,1,1,2,5.0,1
48360,0,1,1,2,15,7,11,5,1,3,177,131,73000.0,0,6,5,7.0,12
48364,0,1,2,1,10,3,4,7,1,3,177,131,143000.0,0,6,5,3.0,4
48371,0,1,2,1,23,7,14,2,1,3,177,131,103000.0,2,4,4,7.0,4
48379,0,1,0,1,12,8,12,2,1,3,30,24,80000.0,1,0,0,12.0,1
48381,0,2,2,1,7,6,17,5,2,1,59,41,70000.0,2,4,4,6.0,4
48382,0,1,0,5,13,7,15,3,2,1,59,41,52800.0,0,6,5,9.0,2
48383,0,1,0,4,11,5,27,3,1,3,79,41,28000.0,1,0,4,5.0,7
48384,0,1,0,2,16,11,4,0,2,0,7,3,35509778.0,2,1,2,11.0,4
48385,0,4,2,6,27,25,11,2,1,3,79,41,32000.0,1,3,2,27.0,4
48386,2,1,1,2,5,4,28,5,2,1,59,41,53000.0,2,4,4,4.0,12
48387,0,1,0,1,25,14,11,1,0,1,16,41,80000.0,2,4,1,13.0,4
48391,0,1,1,2,7,2,11,5,1,3,45,35,576000.0,2,0,4,2.0,4
48392,0,0,0,4,4,0,15,3,2,1,45,35,460000.0,1,0,2,4.0,12
48394,0,2,0,6,30,22,11,5,0,1,30,24,80000.0,0,6,5,22.0,3
48401,0,1,2,1,10,8,11,7,2,1,30,24,200000.0,2,4,2,9.0,4
48402,2,0,2,1,2,1,18,2,1,3,23,19,18000.0,2,0,4,1.0,3
48403,0,1,2,2,7,8,17,6,0,1,23,19,230000.0,1,1,2,8.0,1
48404,0,0,0,5,6,0,14,2,2,0,137,108,2000000.0,2,0,3,1.0,4
48407,0,3,0,2,25,23,11,7,1,3,175,44,90000.0,0,6,5,23.0,12
48409,0,2,2,0,23,15,15,5,1,3,137,108,170000.0,1,0,4,14.0,12
48411,0,3,1,6,33,18,13,3,1,3,131,103,28900.0,0,6,5,18.0,12
48412,0,2,2,1,9,7,15,3,1,3,177,131,93500.0,2,4,4,7.0,7
48413,0,1,0,2,10,8,4,7,1,3,72,57,2400000.0,2,0,4,8.0,4
48414,0,1,2,1,16,12,15,4,0,1,177,131,200000.0,1,2,3,12.0,2
48415,0,4,1,2,38,34,21,0,0,1,177,131,165000.0,1,0,2,34.0,12
48417,0,1,2,2,20,10,14,5,2,1,70,53,17400000.0,0,6,5,10.0,4
48418,0,3,0,1,38,26,11,4,2,1,115,41,45000.0,0,6,5,26.0,4
48423,0,2,2,1,30,24,30,5,0,1,41,41,200000.0,2,0,3,24.0,2
48424,0,1,1,6,7,6,15,5,1,3,124,102,3600000.0,2,0,4,6.0,4
48425,0,1,0,2,14,9,27,1,2,1,59,41,52000.0,0,6,5,9.0,4
48426,0,2,2,1,20,13,27,4,0,1,178,132,4500000.0,2,4,1,13.0,12
48427,0,2,0,2,23,15,15,5,2,0,79,41,41000.0,0,6,5,15.0,4
48431,0,1,0,1,10,6,11,6,2,0,72,57,2600000.0,0,6,5,10.0,4
48432,0,2,2,1,21,16,11,3,1,3,59,41,110000.0,2,4,2,16.0,7
48440,0,1,0,6,13,10,15,4,2,1,70,41,54000.0,1,1,3,10.0,4
48445,0,0,0,7,5,4,14,5,2,1,154,41,48000.0,1,4,4,4.0,9
48447,0,3,1,5,40,36,15,7,2,0,149,41,100000.0,0,6,5,40.0,7
48449,0,1,0,1,12,9,11,2,0,1,59,41,90000.0,1,0,4,9.0,4
48451,0,0,0,1,7,4,14,1,2,1,177,131,117000.0,2,4,2,5.0,12
48452,0,1,2,2,20,9,19,3,2,0,59,41,83000.0,2,0,2,9.0,4
48454,0,2,1,6,28,22,7,5,0,0,30,24,110000.0,0,6,5,24.0,12
48457,0,1,0,1,12,9,15,4,2,1,115,41,88000.0,2,0,2,9.0,4
48461,0,1,0,2,10,8,11,2,1,3,76,41,77000.0,1,0,2,8.0,12
48462,0,3,0,1,42,32,12,5,2,1,175,44,82000.0,0,6,5,32.0,4
48463,0,4,0,6,42,36,12,5,0,1,177,131,180000.0,2,1,2,37.0,4
48464,0,1,0,2,7,2,4,4,0,1,79,41,30000.0,1,0,2,2.0,4
48465,2,0,1,1,10,3,20,2,2,0,72,57,750000.0,1,0,4,3.0,9
48466,0,1,0,2,9,5,15,5,2,0,38,41,53000.0,0,6,5,5.0,4
48470,0,1,1,2,9,2,0,3,0,1,45,35,438000.0,2,2,2,3.0,3
48471,0,1,1,1,7,5,15,3,2,1,159,112,655080.0,1,0,4,5.0,1
48472,0,0,0,1,4,2,11,0,1,3,177,131,84000.0,1,1,3,2.0,1
48479,0,0,1,2,9,1,19,4,0,1,136,106,420000.0,2,0,0,1.0,1
48480,0,2,2,1,18,15,13,5,2,1,175,44,55000.0,1,5,3,17.0,10
48483,0,1,0,1,9,4,11,3,1,3,150,41,55000.0,2,1,3,4.0,12
